A_Name_Ch	A_Summary	A_Keywords	A_AlsoKnown	A_Geo	A_Location	A_POIGroup	A_Name_En	A_Name_Latin	A_Phylum	A_Class	A_Order	A_Family	A_Conservation	A_Distribution	A_Habitat	A_Feature	A_Behavior	A_Diet	A_Crisis	A_Interpretation	A_Theme_Name	A_Theme_URL	A_Adopt	A_Code	A_Pic01_ALT	A_Pic01_URL	A_Pic02_ALT	A_Pic02_URL	A_Pic03_ALT	A_Pic03_URL	A_Pic04_ALT	A_Pic04_URL	A_pdf01_ALT	A_pdf01_URL	A_pdf02_ALT	A_pdf02_URL	A_Voice01_ALT	A_Voice01_URL	A_Voice02_ALT	A_Voice02_URL	A_Voice03_ALT	A_Voice03_URL	A_Vedio_URL	A_Update	A_CID
綠金剛鸚鵡				MULTIPOINT ((121.5912335 24.99528898))	鳥園區	鸚鵡屋	Green-winged Mancaw	Are chloropteru	脊索動物門	鳥綱	鸚鵡目	鸚鵡科		墨西哥、哥倫比亞、厄瓜多、秘魯、玻利維亞、阿根廷										Macaw-M																				2015-06-03	216
綠翼金剛鸚鵡				MULTIPOINT ((121.5912335 24.99528898))	鳥園區	鸚鵡屋	Military Macaw	Ara militaris	脊索動物門	鳥綱	鸚形目	鸚鵡科		中南美洲	乾旱森林、開闊樹林及半乾旱區水道旁的樹林。不出現在熱帶雨林。	體長70公分。成鳥整體羽色綠色，在背及翼上稍帶橄欖色。頭較身體淺綠。後頸有不明顯的淺藍色調。前額及裸露的眼先紅色。裸露的臉部區白色有粉紅肉色調，並有淺綠色的羽毛線狀交錯。喉橄欖褐色。下背、腰及尾上覆羽藍色。翼下覆羽綠色。初級飛羽的外羽緣藍色。尾上淺褐紅色，尾端有藍帶。尾下及飛羽下橄欖黃色。嘴灰黑色。瞳孔黃色。腿暗灰色。亞成鳥沒有資料，但可能類似成鳥。Mexicana亞種類似命名亞種，但體型較大；boliviana亞種類似命名亞種，但喉淺紅褐色，耳羽的基部淺紅色，初級飛羽的外羽面及尾尖的藍色較暗。	在早晨可以見到鸚鵡從過夜處飛出至覓食區。傍晚時，會朝著反方向飛回過夜處。季節性的移動深受食物分布的影響。在鳥群中，配對的鳥維持在一起。當休息時，牠們通常停留在明顯突出高樹（如峽谷的枯松樹）的頂端。如果接近牠們，牠們會大聲尖叫，然後飛到天空，翼下飛羽的黃色非常明顯。飛行非常快速，拍翅緩慢，拍翅幅度淺。	覓食種子、堅果、漿果、果實及樹梢可生產的植物性物質。	易受威脅。已被列入CITES I。與其他的大型金剛鸚鵡一樣，容易遭到獵殺及雛鳥被捕抓，所以在許多的分布區內數量變少了。					Macaw-G																				2015-06-03	217
紅領綠鸚鵡				MULTIPOINT ((121.5912335 24.99528898), (121.58259 24.9991347))	鳥園區;兒童動物區	鸚鵡屋	Rose-ringed Parakeet	Psittacula krameri	脊索動物門	鳥綱	鸚形目	鸚鵡科		撒哈拉沙漠以下的中非、南亞。				果實、堅果、種子、花瓣及穀類。						Parakeet-R																				2015-06-03	218
小紅鶴				MULTIPOINT ((121.5909746 24.9953083))	鳥園區		Lesser Flamingo	Phoeniconais minor	脊索動物門	鳥綱	紅鶴目	紅鶴科			內陸的鹹性及鹼性的湖泊及海岸的潟湖。比大紅鶴還更能忍受鹼性的水。	體長80-90公分，重1500-2000公克。翼展寬95-100公分。最小型的紅鶴。嘴長，非常暗色。雌鳥稍微小些。		食性非常特化，幾乎完全靠藍綠藻及矽藻（要在顯微鏡下才可以看見）為生，會吃小部份的無脊椎動物。通常在平靜的水面上覓食，嘴巴僅稍微浸入水面。						Flamingo-L																				2015-06-03	219
丹頂鶴	來自日本北海道釧路市的BIG和KIKA			MULTIPOINT ((121.590866 24.9952354))	鳥園區		Red-crowned Crane	Grus japonensis	脊索動物門	鳥綱	鶴形目	鶴科		俄羅斯東南部、中國東北部、北韓、南韓、日本北海道釧路地區	出現於蘆葦、莎草、水蠟燭生長的高草沼澤區及寬闊的草生地			雜食						Tancho	丹頂鶴	http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Tancho/Tancho_Pic01.jpg	丹頂鶴	http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Tancho/Tancho_Pic02.jpg	丹頂鶴	http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Tancho/Tancho_Pic03.jpg	丹頂鶴	http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Tancho/Tancho_Pic04.jpg												2015-06-03	220
白枕鶴				MULTIPOINT ((121.5911798 24.9951831))	鳥園區		White-naped Crane	Grus vipio	脊索動物門	鳥綱	鶴目	鶴科	保育類野生動物	西伯利亞、中國大陸、韓國、日本		白枕鶴面頰鮮紅，所以又被稱做「紅面鶴」		以莎草及其他濕地植物的根、塊莖為食物，也會吃昆蟲、小型脊椎動物、種子及稻穗。在非繁殖期，消耗相當多的掉落穀類、種子及塊莖。在日本冬天的餵食臺則提供稻子及其他穀類。靠挖掘吃根及塊莖，也會大量覓食小動物及穀類。當挖掘取食時，會有較強烈的覓食領域。		白枕鶴       White-naped Crane          Grus vipio 分類：鶴目    鶴科 Classification: Gruiformes    Gruidae 分布：西伯利亞、中國大陸、韓國、日本 Distribution: Siberia, Mainland China, Korea, and Japan 白枕鶴面頰鮮紅，所以又被稱做「紅面鶴」。白枕鶴主要的越冬地點在中國大陸的鄱陽湖、洞庭湖及日本的九州，由於白枕鶴的數量極為稀少，是國際級的保護對象，在臺灣為迷鳥，偶爾會被發現。 White-naped Crane owns slate grey body with white throat and distinctive vertical white stripe from crown down back of neck. It winters mostly in Hunan, Jiangxi,  Anhui and Jiangsu Provinces, China, and Kyushu, southern Japan. It is protected by laws. （食物：濕地植物的種子、根、塊莖、昆蟲、小型脊椎動物。【保育類野生動物】）				Crane-W																				2015-06-03	221
白頭鶴				MULTIPOINT ((121.5908915 24.9953168))	鳥園區		Hooded Crane	Grus monacha	脊索動物門	鳥綱	鶴目	鶴科	保育類野生動物	西伯利亞、中國大陸、日本、韓國			白頭鶴大部分的時間都是成群聚集，但在繁殖期間則成對在一起，這樣的配對關係可維持終生不變。每年白頭鶴會成群地由北方向南遷徙至日本或中國大陸長江流域度冬，在臺灣為稀有的冬候鳥，偶爾在蘭陽平原可發現牠們的蹤跡。	水生植物根莖、種子、漿果、昆蟲、青蛙		白頭鶴            Hooded Crane         Grus monacha 分類：鶴目    鶴科 Classification: Gruiformes    Gruidae 分布：西伯利亞、中國大陸、日本、韓國 Distribution: Siberia, Mainland China, Japan, and Korea 白頭鶴大部分的時間都是成群聚集，但在繁殖期間則成對在一起，這樣的配對關係可維持終生不變。每年白頭鶴會成群地由北方向南遷徙至日本或中國大陸長江流域度冬，在臺灣為稀有的冬候鳥，偶爾在蘭陽平原可發現牠們的蹤跡。 Hooded Crane is in groups most of time and forms in pairs in breeding times. The pair bond can last forever. It migrates from north down to Japan or River Yangtze, China. It is protected by laws. （食物：水生植物根莖、種子、漿果、昆蟲、青蛙。【保育類野生動物】）				Crane-H																				2015-06-03	222
赤頸鶴				MULTIPOINT ((121.5911154 24.9951625))	鳥園區		Sarus Crane	Grus antigone	脊索動物門	鳥綱	鶴目	鶴科	保育類野生動物	印度北部、中南半島、馬來半島及澳洲北部		赤頸鶴是所有會飛行的鳥類中身高最高的，幾乎和成人一樣高。。	牠們的叫聲宏亮，也是鶴類中最具穿透力的。	塊莖、穀類、昆蟲（蝗蟲）、無脊椎動物（蝸牛、甲殼類）、魚、青蛙、蛇。		赤頸鶴  Sarus Crane  Grus antigone 分類：鶴目    鶴科 Classification: Gruiformes    Gruidae 分布：印度北部、中南半島、馬來半島及澳洲北部 Distribution: Northern India, Indochina, Malay peninsula, and northern Australia  您現在看到的這隻赤頸鶴是民國八十二年於本園所出生。赤頸鶴是所有會飛行的鳥類中身高最高的，幾乎和成人一樣高；牠們的叫聲宏亮，也是鶴類中最具穿透力的。 Sarus Crane is the tallest bird that can fly and it is almost as tall as human adult. Its high-pitched penetrating calls are the loudest of any crane. It is protected by laws. （食物：塊莖、穀類、昆蟲（蝗蟲）、無脊椎動物（蝸牛、甲殼類）、魚、青蛙、蛇。【保育類野生動物】）				Crane-S	赤頸鶴	http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Crane-S/Crane-S_Pic01.jpg	赤頸鶴	http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Crane-S/Crane-S_Pic02.jpg	赤頸鶴	http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Crane-S/Crane-S_Pic03.jpg	赤頸鶴	http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Crane-S/Crane-S_Pic04.jpg												2015-06-03	223
大紅鶴				MULTIPOINT ((121.5910403 24.9952962), (121.5816057 24.9983799))	鳥園區;兒童動物區		Greater flamingo	Phoenicopterus roseus	脊索動物門	鳥綱	紅鶴目	紅鶴科												Flamigo-G																				2015-06-03	224
智利紅鶴				MULTIPOINT ((121.5909398 24.9953144), (121.5814099 24.9982607))	鳥園區;兒童動物區		Chilean Flamingo	Phoenicopterus chilensis	脊索動物門	鳥綱	紅鶴目	紅鶴科			生活於海岸的泥地、河海交界處、潟湖及從海平面至海拔4500公尺的鹹水湖。	體長105公分，重2300公克。淺黃灰色的腿帶有明顯的紅色「關節」及足。嘴端的黑色向下彎曲，其餘嘴的部份非常淺色。亞成鳥灰色，帶有褐色及粉紅色斑。		以水生的無脊椎動物為食。總是在水與泥地的介面上覓食，時常是整個脖子都埋入水中，以穩定而幾乎直線的方式覓食前進。						Flamigo-C																				2015-06-03	225
無尾熊				MULTIPOINT ((121.5823688 24.9983738), (121.5824439 24.998155))	無尾熊館		Koala	Phascolarctos cinereus	脊索動物門	哺乳綱	有袋目	無尾熊科		野生的無尾熊分布於澳洲大陸的東部及東南部,最北到雅瑟頓(Atherton)臺地,最西到凱爾斯(Cairns),最南到維多利亞海岸.這些區域包括了昆士蘭州,新南威爾斯州,維多利亞州,及南澳大利亞州.現今多數的族群,因火災及棲地遭嚴重的開發破壞,而被切割成小群落散居的狀態.		1.體重:由北到南遞增,生長在南方的體型較大.昆士蘭雄性無尾熊平均體重約6.5公斤(4.2-9.1),雌熊則為5.1公斤(4.1-7.3),維多利亞雄性平均體重12公斤(9.5-14.9),雌熊則為8.5公斤(7.0-11.0). 2.毛色:由北到南毛色逐漸變深,昆士蘭無尾熊毛色為灰色,維多利亞則為紅褐到灰褐色. 3.前掌:第1,2趾與第3,4,5趾分別位於對側.鋏形的前掌構造推測與抓握較細小的枝幹有關,前掌所有的趾端都有彎曲程度很大的勾爪,以利攀爬.後掌的第2,3趾合併成1趾,後掌前端的爪子也因應梳理身上絨毛的功能,變成梳齒般的形狀.這種足趾融合的狀態(Syndactyl)是鑑別雙門齒亞目有袋動物的特徵之一.		1.無尾熊以尤佳利(桉樹)為主食,而且通常只採食嫩葉及嫩莖的部位.尤佳利為澳洲的鄉土樹種,總類繁多約有600餘種,野生無尾熊僅採食其中的40種左右. 2.圈養的環境下,無尾熊所食的桉樹種類,大多為10餘種至30種不等.澳洲庫倫賓保護區約15種,日本Tama Zoo約30種,臺北市立甕物原則約12種. 3.除桉樹外野生無尾熊偶而也採食其他植物的嫩葉或花朵,例如紅膠木屬的黃陽木和木棉樹,及紅瓶刷子樹的花.						Koala	無尾熊	http://www.zoo.gov.tw/iTAP/03_Animals/KoalaHouse/Koala/Koala_Pic01.jpg	無尾熊	http://www.zoo.gov.tw/iTAP/03_Animals/KoalaHouse/Koala/Koala_Pic02.jpg	無尾熊	http://www.zoo.gov.tw/iTAP/03_Animals/KoalaHouse/Koala/Koala_Pic03.jpg	無尾熊	http://www.zoo.gov.tw/iTAP/03_Animals/KoalaHouse/Koala/Koala_Pic04.jpg												2015-06-03	226
小爪水獺				MULTIPOINT ((121.5892527 24.992278))	溫帶動物區		Eurasain Otter	Lutra lutra	脊索動物門	哺乳綱	食肉目	貂科		廣泛分布於歐洲、亞洲、西伯利亞及北非。				主食是魚，甲殼類、小動物、鳥、老鼠等。						Otter-O																				2015-06-03	227
小貓熊				MULTIPOINT ((121.5905508 24.9925005))	溫帶動物區		Lesser Panda	Ailurus fulgens	脊索動物門	哺乳綱	食肉目	浣熊科		海拔2000公尺以上的森林，主要分布於四川、雲南及尼泊爾北部。	叢林。	外觀既像熊又像貓，故名。身上大部分為深棕色，四肢為黑色，蹠底顏色較淡，且有毛可防滑，眼睛邊緣為黑色，尾部則為環狀黑白相間。	睡覺的姿態似犬貓般捲曲，將尾部繞過頭頂，或是以一肢支撐身體，將頭部縮在兩腿間的胸下休息。生性溫馴、好奇，善於攀爬，但也常在地面覓食。牠們通常以成對或家庭為單位活動，會發出短哨音或吱吱聲，激怒時則會以後肢站立，並發出尖銳的嘶嘶聲。當牠們興奮時會從肛門腺釋放出麝香的氣味。牠們也會利用肛門腺在物體上摩擦以留下氣味做為領域性的標示記號。	雜食。吃竹葉、筍尖、草、根、果實、橡實，以及昆蟲、小鳥、蛋、小型鼠類等。	1、森林過度採伐，棲地被破壞。 2、作為一種傳統的“毛皮獸”被大量獵捕。 3、熊貓犬瘟熱等傳染病和十餘種寄生蟲病，導致許多小熊貓死亡。					RedPanda	小貓熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/RedPanda/RedPanda_Pic01.jpg	小貓熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/RedPanda/RedPanda_Pic02.jpg	小貓熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/RedPanda/RedPanda_Pic03.jpg	小貓熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/RedPanda/RedPanda_Pic04.jpg												2015-06-03	228
山獅				MULTIPOINT ((121.5901887 24.9929381))	溫帶動物區		Puma, Mountain Lion	Puma concolor	脊索動物門	哺乳綱	食肉目	貓科		北美及南阿根廷至加拿大英屬哥倫比亞一帶。	棲地型態廣泛，包括高海拔的針葉林，低海拔的熱帶森林，草原及沼澤地。活躍於海平面至海拔4000m的山區。低漥的熱帶森林，沼澤、草地、乾旱灌叢區，山區的落葉林，以及任何適合掩蔽和捕掠的地區。	67-103公斤。粗短毛，顏色從黃棕色至灰棕色，喉頭至胸部為白色。粉紅色的鼻頭邊緣有黑色延續至唇部。尾長達身體的1/3，腳掌寬大，前腳四趾，後腳五趾，腳爪彎曲銳利。【一般】頭身長:100~190cm，尾長:52~82cm肩高:60~70cm體重:40~100kg。【雄性】頭身長:105~195.9cm，尾長:66~78.4cm體重:67~103kg。【雌性】頭身長:96.6~151.7cm，尾長:53.4~81.5cm體重:36~60kg。（外觀）毛色為黃褐色到紅棕或藍灰色，喉嚨、胸部到腹部為白色，尾尖則為黑色，體軀修長、頭小、臉短、頸長、尾長，肢體結實，後腳比前腳大，耳圓而短小。		肉食性動物。主食為麋鹿、馴鹿及白尾鹿，也會進食齧齒目及魚等。也捕食小型動物如豪豬、海狸、野兔、蛇甚至蛞蝓等。有儲存食物的習慣，會將吃剩的食物藏於石頭或樹葉下。						Puma	山獅	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Puma/Puma_Pic01.jpg	山獅	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Puma/Puma_Pic02.jpg	山獅	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Puma/Puma_Pic03.jpg	山獅	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Puma/Puma_Pic04.jpg												2015-06-03	229
加拿大河狸				MULTIPOINT ((121.5894082 24.9924968))	溫帶動物區		Canadian Beaver, American Beaver	Castor canadensis	脊索動物門	哺乳綱	囓齒目	河狸科		阿拉斯加、加拿大、美國至墨西哥北部。	小河或池塘。	後腳有蹼,尾巴寬寬扁扁,幾乎沒有毛只有鱗片覆蓋.在肛門附近有一對腺體,分泌有氣味的物質留在石頭或泥上,作為河狸間辨識彼此的方式.重13-27公斤。	會利用樹枝,樹幹建築水壩,住所和運河.牠們築霸的目的是造成一個靜水水域,以在此水域中建築住所,躲避敵害及存放食物.若水域原本就是一較大且深的湖或河流,水流緩慢,牠們就不做水壩。	牠們吃樹幹,樹枝,落葉樹的根,水生植物像蓮花的嫩芽等.牠們會把這些樹枝固定在水面上,最為冬季的食物。	牠們因有厚皮毛和肛門腺體,被人類大量獵捕作為藥用或油膏,或因阻斷人類要利用的水路而遭殺害.其族群因人類利用溼地,水污染及建設水力電廠兒大量減少。					Beaver	加拿大河狸	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Beaver/Beaver_Pic01.jpg	加拿大河狸	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Beaver/Beaver_Pic02.jpg	加拿大河狸	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Beaver/Beaver_Pic03.jpg	加拿大河狸	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Beaver/Beaver_Pic04.jpg												2015-06-03	230
北美灰狼				MULTIPOINT ((121.5900815 24.9932772))	溫帶動物區		Gray Wolf	Canis lupus	脊索動物門	哺乳綱	食肉目	犬科		北美洲、墨西哥及歐亞大陸。				肉食性動物。						Wolf	北美灰狼	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Wolf/Wolf_Pic01.jpg	北美灰狼	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Wolf/Wolf_Pic02.jpg	北美灰狼	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Wolf/Wolf_Pic03.jpg	北美灰狼	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Wolf/Wolf_Pic04.jpg												2015-06-03	231
北美浣熊				MULTIPOINT ((121.589132 24.99234))	溫帶動物區		Raccoon, North American Raccoon	Procyon lotor	脊索動物門	哺乳綱	食肉目	浣熊科		加拿大南部至南美洲北部	經常出沒在森林和灌叢區，通常靠近水邊。往往以空心樹為洞穴，入口處距地面3m。除此之外，岩縫、倒地的樹椿、其他動物使用過的洞穴，或是人類的建築物均可能成為他們的棲所。沼澤地區的浣熊大部分會以麝香鼠的居所為棲地。洞窟停留時間只有1-2天，除非是適逢嚴冬或產仔獸之用。洞窟間的距離約436m。	頭體長41.5~60cm，尾長20~40.5cm，肩高22.8~30.4cm，體重通常2~12kg。通常雄性比雌性大，北方的個體比南方的大。體色灰色或是近乎黑色，略帶棕或紅色調。尾巴上有5-10到黑色環紋，毛的質地佳。眼睛周圍有黑色的標誌，好像掛上眼罩的賊。頭骨的後半部寬廣而口鼻部尖。趾上無蹼，爪不能伸縮。前趾相當長，指尖可張得很開，腳印與人十分相似。	傾向於夜行性。善於攀爬與游泳。	雜食性。食物包括螃蟹、其他節肢動物、蛙類、魚、堅果、種子、漿果。						Raccoon	北美浣熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Raccoon/Raccoon_Pic01.jpg	北美浣熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Raccoon/Raccoon_Pic02.jpg	北美浣熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Raccoon/Raccoon_Pic03.jpg	北美浣熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Raccoon/Raccoon_Pic04.jpg												2015-06-03	232
亞洲黑熊				MULTIPOINT ((121.5903644 24.9927193))	溫帶動物區		Asiatic Black Bear	Ursus thibetanus	脊索動物門	哺乳綱	食肉目	熊科		亞洲。	潮濕的闊葉林或山中的灌叢地。	胸前有一V字型斑紋，故又名Moon bear，體型比北美黑熊小。	夏季牠們活動的地帶高達海拔3600公尺，冬季則下降至海拔較低處。	果實、葉子、花、蜂蜜、昆蟲。	在中國大陸、日本、南韓，常被利用做藥用或菜餚。小熊則被抓來訓練成馬戲團動物，棲地則大量遭到破壞。					Bear-B	亞洲黑熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-B/Bear-B_Pic01.jpg	亞洲黑熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-B/Bear-B_Pic02.jpg	亞洲黑熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-B/Bear-B_Pic03.jpg	亞洲黑熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-B/Bear-B_Pic04.jpg												2015-06-03	233
阿拉斯加棕熊				MULTIPOINT ((121.5906286 24.9927679))	溫帶動物區		Brown Bear	Ursus arctos	脊索動物門	哺乳綱	食肉目	熊科 		歐洲、亞洲及北美洲均有分布。				果實、種子、葉、昆蟲、魚、鹿。						Bear-AB	阿拉斯加棕熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-AB/Bear-AB_Pic01.jpg	阿拉斯加棕熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-AB/Bear-AB_Pic02.jpg	阿拉斯加棕熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-AB/Bear-AB_Pic03.jpg	阿拉斯加棕熊	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-AB/Bear-AB_Pic04.jpg												2015-06-03	234
紅耳龜				MULTIPOINT ((121.5902773 24.9931994))	溫帶動物區		Red-eared slider	Trachemys scripta elegans	脊索動物門	爬蟲綱	龜鱉目	澤龜科		美國、墨西哥經中南美洲至哥倫比亞北部及委內瑞拉間，引進臺灣已有20年以上的歷史，野外族群已建立。	生活於池塘、溪澗、湖泊、水流緩慢的河流等地。	綠色皮膚上綴有黃色斑紋，在16個亞種變化很大。﹝ex：密西西比紅耳龜肋盾上有黃色條紋，眼部後方亦有明顯的黃色大斑點，腹甲亦呈黃色，並具黑色斑點。﹞頭部有一條明顯的紅色條紋，橢圓的背甲通常為綠色，並綴有淺色斑紋，後肢有蹼。雄龜除尾部粗大外，前腳趾趾甲特別長；雌龜大於雄龜。		幼龜時，肉食性傾向強；長成後則草肉食皆可。雜食性，主要吃小魚、甲殼類及軟體動物如螃蟹、蝦、螺、蜆貝、蛙、蝌蚪、水生植物等。	因為廣泛地被人飼養，自然亦廣泛地被遺棄於全世界的池塘等地方內。在臺灣不到20年間已完全本土化而逐漸取代了最普遍的斑龜成為臺灣最普遍的龜類。					Slider-RE	紅耳龜	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Slider-RE/Slider-RE_Pic01.jpg	紅耳龜	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Slider-RE/Slider-RE_Pic02.jpg	紅耳龜	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Slider-RE/Slider-RE_Pic03.jpg	紅耳龜	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Slider-RE/Slider-RE_Pic04.jpg												2015-06-03	235
美洲野牛				MULTIPOINT ((121.5893385 24.9929551))	溫帶動物區		American Bison	Bison bison	脊索動物門	哺乳綱	偶蹄目	牛科		墨西哥北部、美國大陸至加拿大西部。	草原。	體重：450~1350㎏；體長：210~350㎝；尾長：50~60㎝；肩高：260~280㎝。頭部、肩部及前腳均覆有捲屈之鬃毛。其臀部狹窄，雄性肩部有肉質突起，雌性則較不明顯。	棲息大原原，群聚生活。嗅、聽覺好，母牛居領導地位。奔跑時速可達40～50公里，會隨著季節性遷移，七月南移過冬，隔年初春返北。遇敵時快速前衝極具傷害性。清晨、黃昏最活躍，喜泥沼中打滚，在樹幹或大石邊磨擦身體驅除寄生蟲。	草食性。(夏)草(冬)青苔及掘出之乾草。	在18世紀約有6000餘萬頭，在歐洲人遷往美洲後，因為濫捕幾近絕種，經過復育後現在約有3萬餘頭。					Bison	美洲野牛	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bison/Bison_Pic01.jpg	美洲野牛	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bison/Bison_Pic02.jpg	美洲野牛	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bison/Bison_Pic03.jpg	美洲野牛	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bison/Bison_Pic04.jpg												2015-06-03	236
黑尾草原犬鼠				MULTIPOINT ((121.5890408 24.9921553))	溫帶動物區		Black-tailed prairie dog	Cynomys ludovicianus	脊索動物門	哺乳綱	囓齒目	松鼠科												PrairieDog	黑尾草原犬鼠	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/PrairieDog/PrairieDog_Pic01.jpg	黑尾草原犬鼠	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/PrairieDog/PrairieDog_Pic02.jpg	黑尾草原犬鼠	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/PrairieDog/PrairieDog_Pic03.jpg	黑尾草原犬鼠	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/PrairieDog/PrairieDog_Pic04.jpg												2015-06-03	237
截尾貓				MULTIPOINT ((121.5889429 24.99243))	溫帶動物區		Bobcat	Lynx rufun	脊索動物門	哺乳綱	食肉目	貓科		加拿大南部到墨西哥南部										Bobcat	截尾貓	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bobcat/Bobcat_Pic01.jpg	截尾貓	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bobcat/Bobcat_Pic02.jpg	截尾貓	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bobcat/Bobcat_Pic03.jpg	截尾貓	http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bobcat/Bobcat_Pic04.jpg												2015-06-03	238
